BEGIN_YEARMONTH,STATE_FIPS,BEGIN_TIME,TOR_F_SCALE,STATE,CZ_NAME,TOR_LENGTH,TOR_WIDTH
195106,20.0,1930,F3,KANSAS,GRANT,44.8,33.0
195106,20.0,2000,F1,KANSAS,OSBORNE,0.0,33.0
195106,20.0,2200,F1,KANSAS,BUTLER,0.0,33.0
195106,20.0,1330,F1,KANSAS,COFFEY,0.8,600.0
195106,20.0,1700,F2,KANSAS,DOUGLAS,0.0,33.0
195106,20.0,1915,F0,KANSAS,SHAWNEE,0.5,100.0
195106,20.0,1500,0,KANSAS,HAMILTON,0.0,33.0
195106,20.0,2230,0,KANSAS,GOVE,0.0,33.0
195106,20.0,2300,0,KANSAS,FRANKLIN,0.0,33.0
195106,20.0,1800,0,KANSAS,COMANCHE,0.0,33.0
195106,20.0,2200,F1,KANSAS,THOMAS,0.0,33.0
195106,20.0,2200,F2,KANSAS,WICHITA,48.6,33.0
195106,20.0,100,0,KANSAS,OSBORNE,22.2,33.0
195103,18.0,1830,F2,INDIANA,HANCOCK,3.0,400.0
195106,18.0,1950,F3,INDIANA,PULASKI,2.7,1760.0
195106,18.0,2000,F3,INDIANA,FULTON,2.7,1760.0
195107,18.0,100,F2,INDIANA,HOWARD,1.0,1760.0
195111,18.0,1600,F2,INDIANA,LAKE,0.3,400.0
195105,8.0,1835,0,COLORADO,ELBERT,0.0,33.0
195105,8.0,1400,F0,COLORADO,SEDGWICK,0.0,33.0
195105,8.0,1500,F0,COLORADO,SEDGWICK,6.1,33.0
195105,8.0,1500,F1,COLORADO,SEDGWICK,10.3,33.0
195106,8.0,1330,F2,COLORADO,LINCOLN,4.7,217.0
195106,8.0,2100,F1,COLORADO,EL PASO,0.0,33.0
195106,8.0,1800,0,COLORADO,CROWLEY,29.9,33.0
195106,8.0,1745,F1,COLORADO,SEDGWICK,20.2,33.0
195106,45.0,1400,F1,SOUTH CAROLINA,BAMBERG,0.0,33.0
195106,54.0,1445,F1,WEST VIRGINIA,WOOD,0.0,250.0
195109,55.0,1130,F3,WISCONSIN,PEPIN,3.3,200.0
195109,55.0,1148,F3,WISCONSIN,DUNN,21.1,200.0
195109,55.0,1545,F4,WISCONSIN,PORTAGE,4.1,100.0
195109,55.0,1608,F4,WISCONSIN,WAUPACA,22.3,100.0
195109,55.0,1630,F4,WISCONSIN,COLUMBIA,9.0,100.0
195105,13.0,423,F1,GEORGIA,LIBERTY,0.3,300.0
195105,13.0,1530,F2,GEORGIA,COLQUITT,9.2,50.0
195111,13.0,655,F1,GEORGIA,DOUGHERTY,0.5,100.0
195103,20.0,1600,0,KANSAS,OSBORNE,38.1,33.0
195103,20.0,2030,0,KANSAS,BROWN,0.0,33.0
195106,55.0,2050,F2,WISCONSIN,DODGE,1.0,467.0
195107,55.0,2000,F2,WISCONSIN,RICHLAND,0.5,50.0
195104,20.0,1530,F0,KANSAS,MORTON,0.0,33.0
195104,20.0,1810,F0,KANSAS,GRANT,29.2,33.0
195104,20.0,1815,F1,KANSAS,MORTON,0.0,33.0
195104,20.0,1915,F0,KANSAS,SEWARD,1.0,33.0
195104,20.0,1930,F1,KANSAS,MORTON,0.0,33.0
195104,20.0,530,F3,KANSAS,PRATT,12.8,440.0
195104,20.0,2345,0,KANSAS,CHAUTAUQUA,0.0,33.0
195105,20.0,1930,F1,KANSAS,SHAWNEE,0.0,10.0
195105,20.0,2030,F1,KANSAS,ATCHISON,0.0,33.0
195105,20.0,700,F1,KANSAS,JEFFERSON,2.3,33.0
195105,20.0,2100,F0,KANSAS,OSAGE,0.0,33.0
195105,20.0,2200,F1,KANSAS,ELLIS,0.0,33.0
195105,20.0,1730,F2,KANSAS,THOMAS,0.0,33.0
195105,20.0,1830,F2,KANSAS,MORTON,0.0,33.0
195105,20.0,1930,F3,KANSAS,RAWLINS,0.0,33.0
195105,20.0,1900,F2,KANSAS,KEARNY,1.0,33.0
195105,20.0,1900,F3,KANSAS,KEARNY,12.8,900.0
195105,20.0,1900,F3,KANSAS,RAWLINS,0.0,33.0
195105,20.0,100,F2,KANSAS,GEARY,0.0,33.0
195105,20.0,1900,F1,KANSAS,STANTON,0.0,33.0
195105,20.0,1430,F1,KANSAS,CLOUD,0.0,33.0
195105,20.0,1600,F3,KANSAS,CLAY,4.1,440.0
195105,20.0,1800,F2,KANSAS,REPUBLIC,0.0,33.0
195105,20.0,2000,F1,KANSAS,ELLIS,3.0,33.0
195105,20.0,2250,0,KANSAS,CLAY,0.0,33.0
195105,20.0,2250,0,KANSAS,RILEY,0.0,33.0
195105,20.0,2250,0,KANSAS,POTTAWATOMIE,0.0,33.0
195105,20.0,2250,0,KANSAS,JACKSON,0.0,33.0
195105,20.0,2250,F0,KANSAS,CLAY,0.0,33.0
195105,20.0,2250,F1,KANSAS,CLAY,8.3,33.0
195105,20.0,2250,F1,KANSAS,POTTAWATOMIE,7.7,33.0
195111,47.0,2200,F2,TENNESSEE,GILES,0.2,7.0
195101,22.0,1730,F3,LOUISIANA,RAPIDES,9.5,317.0
195104,22.0,1400,F0,LOUISIANA,LA SALLE,1.0,33.0
195104,22.0,1400,F0,LOUISIANA,OUACHITA,1.0,33.0
195108,22.0,1500,F1,LOUISIANA,CALCASIEU,0.5,33.0
195109,22.0,1615,F1,LOUISIANA,WINN,0.5,100.0
195109,22.0,1030,F2,LOUISIANA,JEFFERSON,1.0,20.0
195111,22.0,700,F1,LOUISIANA,ORLEANS,0.3,100.0
195101,22.0,1740,F3,LOUISIANA,GRANT,7.3,317.0
195102,22.0,1550,F1,LOUISIANA,ST. LANDRY,0.5,33.0
195102,22.0,1700,F1,LOUISIANA,TANGIPAHOA,4.9,33.0
195107,20.0,50,0,KANSAS,CLOUD,7.7,33.0
195108,20.0,1500,0,KANSAS,FORD,0.0,33.0
195108,20.0,1700,F1,KANSAS,MORTON,0.0,33.0
195108,20.0,2130,0,KANSAS,TREGO,0.0,33.0
195108,20.0,1830,0,KANSAS,CHEYENNE,2.3,250.0
195108,20.0,230,0,KANSAS,MCPHERSON,0.0,33.0
195108,20.0,230,0,KANSAS,MCPHERSON,0.0,33.0
195108,20.0,2130,0,KANSAS,RUSH,0.0,33.0
195108,20.0,730,0,KANSAS,FRANKLIN,0.0,33.0
195108,20.0,1730,F2,KANSAS,RAWLINS,3.3,100.0
195108,20.0,1620,0,KANSAS,SALINE,0.0,33.0
195108,20.0,1620,0,KANSAS,DICKINSON,0.0,33.0
195109,20.0,2130,0,KANSAS,RUSH,0.8,100.0
195107,20.0,1800,F2,KANSAS,ROOKS,0.0,33.0
195102,51.0,1300,F1,VIRGINIA,APPOMATTOX,0.1,50.0
195105,51.0,1500,F1,VIRGINIA,KING AND QUEEN,0.0,33.0
195106,51.0,1505,F2,VIRGINIA,RICHMOND (C),4.1,350.0
195106,51.0,1500,F1,VIRGINIA,NEWPORT NEWS (C),0.0,33.0
195111,51.0,640,F1,VIRGINIA,YORK,0.0,230.0
195106,17.0,1930,F3,ILLINOIS,LOGAN,9.6,300.0
195106,17.0,2045,F3,ILLINOIS,LOGAN,18.2,200.0
195111,17.0,1315,F2,ILLINOIS,MASON,47.4,50.0
195111,17.0,1450,F2,ILLINOIS,JACKSON,7.1,250.0
195112,17.0,1800,F3,ILLINOIS,BUREAU,21.9,150.0
195203,29.0,1830,F2,MISSOURI,CAPE GIRARDEAU,6.2,500.0
195206,12.0,1100,F1,FLORIDA,PINELLAS,0.0,33.0
195201,42.0,1934,F2,PENNSYLVANIA,CRAWFORD,0.5,400.0
195204,42.0,1215,F3,PENNSYLVANIA,YORK,17.5,33.0
195204,42.0,1300,F0,PENNSYLVANIA,DAUPHIN,0.0,33.0
195204,42.0,1530,F1,PENNSYLVANIA,MONROE,1.0,33.0
195207,42.0,545,F2,PENNSYLVANIA,ERIE,5.6,27.0
195207,42.0,1230,F2,PENNSYLVANIA,MIFFLIN,0.0,33.0
195208,42.0,1815,F1,PENNSYLVANIA,DAUPHIN,0.5,30.0
195204,34.0,1610,F1,NEW JERSEY,UNION,0.2,33.0
195208,34.0,904,F1,NEW JERSEY,BURLINGTON,2.3,100.0
195208,34.0,930,F1,NEW JERSEY,CAPE MAY,12.5,100.0
195205,39.0,1505,F1,OHIO,CUYAHOGA,0.0,200.0
195207,40.0,1500,F1,OKLAHOMA,ROGERS,0.0,33.0
195207,40.0,1730,F1,OKLAHOMA,BEAVER,0.0,30.0
195208,40.0,1630,F2,OKLAHOMA,LOGAN,5.1,77.0
195204,40.0,1600,F0,OKLAHOMA,JACKSON,1.5,440.0
195204,40.0,1600,F0,OKLAHOMA,JACKSON,1.5,440.0
195204,40.0,1600,F0,OKLAHOMA,JACKSON,1.5,440.0
195204,40.0,1700,F1,OKLAHOMA,BECKHAM,0.0,20.0
195204,40.0,1830,F0,OKLAHOMA,ROGER MILLS,0.0,20.0
195204,40.0,1915,F0,OKLAHOMA,DEWEY,0.0,20.0
195204,40.0,1605,F0,OKLAHOMA,KAY,0.3,50.0
195204,40.0,1545,F2,OKLAHOMA,WOODS,13.7,200.0
195204,40.0,1645,F0,OKLAHOMA,BECKHAM,45.9,100.0
195204,40.0,1530,F1,OKLAHOMA,HARMON,0.0,20.0
195205,40.0,2330,F1,OKLAHOMA,GRADY,0.0,33.0
195205,40.0,400,F1,OKLAHOMA,PAYNE,0.0,33.0
195205,40.0,430,F1,OKLAHOMA,KIOWA,16.9,100.0
195205,40.0,445,F2,OKLAHOMA,COMANCHE,0.3,150.0
195205,40.0,500,F2,OKLAHOMA,COMANCHE,0.0,200.0
195206,40.0,49,F1,OKLAHOMA,ROGER MILLS,0.0,33.0
195206,40.0,1530,F1,OKLAHOMA,BLAINE,0.0,33.0
195206,40.0,50,F1,OKLAHOMA,ROGER MILLS,0.0,33.0
195206,40.0,1550,F1,OKLAHOMA,MAJOR,0.3,440.0
195206,40.0,1630,F2,OKLAHOMA,TILLMAN,0.0,33.0
195207,40.0,1330,F1,OKLAHOMA,CANADIAN,3.6,50.0
195204,48.0,1830,F3,TEXAS,TOM GREEN,0.5,100.0
195205,48.0,1140,F0,TEXAS,HENDERSON,0.5,33.0
195205,48.0,1430,F1,TEXAS,TOM GREEN,7.1,50.0
195208,48.0,1615,F1,TEXAS,YOUNG,0.7,50.0
195212,48.0,1815,F2,TEXAS,TRINITY,13.3,100.0
195202,48.0,1500,F2,TEXAS,ORANGE,1.0,67.0
195203,48.0,2200,F0,TEXAS,DALLAS,0.2,7.0
195203,48.0,1930,F1,TEXAS,WICHITA,0.0,33.0
195203,48.0,2000,F0,TEXAS,PALO PINTO,0.5,20.0
195204,48.0,1800,F2,TEXAS,GRAYSON,4.9,200.0
195204,48.0,1415,F1,TEXAS,HENDERSON,0.8,200.0
195204,48.0,1215,F4,TEXAS,MCLENNAN,2.3,200.0
195211,4.0,2100,0,ARIZONA,YAVAPAI,0.2,200.0
195205,36.0,1300,F2,NEW YORK,ESSEX,4.9,200.0
195209,37.0,1130,F3,NORTH CAROLINA,DARE,1.0,50.0
195202,28.0,2200,F1,MISSISSIPPI,MONROE,0.0,33.0
195202,28.0,2230,F1,MISSISSIPPI,HANCOCK,0.0,33.0
195203,28.0,2030,0,MISSISSIPPI,MADISON,0.0,20.0
195203,28.0,2200,F4,MISSISSIPPI,MARSHALL,10.9,100.0
195207,28.0,1600,0,MISSISSIPPI,COVINGTON,0.0,33.0
195208,28.0,1545,F2,MISSISSIPPI,LAFAYETTE,0.3,200.0
195206,38.0,1700,0,NORTH DAKOTA,GOLDEN VALLEY,8.8,300.0
195206,38.0,1900,F2,NORTH DAKOTA,STARK,10.1,33.0
195206,38.0,1600,F3,NORTH DAKOTA,WELLS,1.7,33.0
195206,38.0,1500,0,NORTH DAKOTA,MOUNTRAIL,0.0,33.0
195207,38.0,1400,F3,NORTH DAKOTA,RICHLAND,0.5,33.0
195207,38.0,1730,F2,NORTH DAKOTA,MCKENZIE,9.7,33.0
195208,34.0,945,F1,NEW JERSEY,MONMOUTH,24.5,100.0
195207,30.0,1730,0,MONTANA,FALLON,55.5,33.0
195207,30.0,1830,F3,MONTANA,WIBAUX,9.1,33.0
195208,31.0,1930,F4,NEBRASKA,CASS,7.3,33.0
195206,31.0,1902,F1,NEBRASKA,HOLT,1.0,33.0
195207,38.0,1800,F4,NORTH DAKOTA,BURLEIGH,19.8,150.0
195207,38.0,1836,F4,NORTH DAKOTA,BURLEIGH,28.2,150.0
195207,38.0,1500,F2,NORTH DAKOTA,GRAND FORKS,0.0,33.0
195207,38.0,1830,F3,NORTH DAKOTA,GOLDEN VALLEY,7.3,33.0
195207,38.0,1900,F2,NORTH DAKOTA,STUTSMAN,7.3,33.0
195206,31.0,2000,F2,NEBRASKA,SALINE,2.7,33.0
195207,31.0,1600,F1,NEBRASKA,DEUEL,27.6,33.0
195208,31.0,1730,F3,NEBRASKA,COLFAX,3.3,1300.0
195208,31.0,1745,F3,NEBRASKA,BUTLER,41.1,1300.0
195208,31.0,1900,F4,NEBRASKA,SAUNDERS,19.4,110.0
195204,31.0,1600,F1,NEBRASKA,FURNAS,1.0,20.0
195205,31.0,1600,F1,NEBRASKA,CHEYENNE,0.0,33.0
195205,31.0,2100,F1,NEBRASKA,CHEYENNE,0.0,33.0
195205,31.0,1800,F0,NEBRASKA,CHEYENNE,2.0,33.0
195201,5.0,1530,F1,ARKANSAS,ARKANSAS,0.0,33.0
195201,5.0,1600,F1,ARKANSAS,ARKANSAS,0.0,33.0
195202,5.0,1630,F2,ARKANSAS,MISSISSIPPI,0.3,33.0
195203,5.0,545,F1,ARKANSAS,LOGAN,0.6,50.0
195203,5.0,1440,F4,ARKANSAS,HOWARD,13.0,833.0
195203,5.0,1600,F3,ARKANSAS,SALINE,17.7,440.0
195203,5.0,1650,F4,ARKANSAS,WHITE,14.6,1760.0
195203,5.0,1700,F2,ARKANSAS,FAULKNER,0.0,33.0
195203,5.0,1700,F3,ARKANSAS,LONOKE,16.2,33.0
195203,5.0,1700,F4,ARKANSAS,LONOKE,7.6,33.0
195203,5.0,1720,0,ARKANSAS,PRAIRIE,0.0,417.0
195203,5.0,1720,F2,ARKANSAS,PRAIRIE,13.3,417.0
195207,5.0,1605,F2,ARKANSAS,MILLER,1.1,50.0
195211,5.0,1630,F2,ARKANSAS,POLK,11.4,100.0
195212,6.0,1400,0,CALIFORNIA,LOS ANGELES,0.0,33.0
195203,5.0,1730,F3,ARKANSAS,WOODRUFF,17.6,600.0
195203,5.0,1730,F4,ARKANSAS,WOODRUFF,13.1,880.0
195203,5.0,1740,F3,ARKANSAS,JACKSON,9.6,440.0
195203,5.0,1745,F3,ARKANSAS,POINSETT,18.9,440.0
195203,5.0,1800,F4,ARKANSAS,CROSS,0.0,880.0
195203,5.0,1845,F3,ARKANSAS,POINSETT,12.1,417.0
195203,5.0,1845,F3,ARKANSAS,POINSETT,9.4,200.0
195203,5.0,1900,F3,ARKANSAS,MISSISSIPPI,39.7,880.0
195203,5.0,1900,F3,ARKANSAS,MISSISSIPPI,39.7,880.0
195204,5.0,1830,F1,ARKANSAS,COLUMBIA,0.3,150.0
195201,12.0,530,F1,FLORIDA,CALHOUN,0.5,17.0
195201,12.0,645,F2,FLORIDA,LEON,1.5,33.0
195202,12.0,910,F2,FLORIDA,BAY,1.5,73.0
195204,5.0,1915,F1,ARKANSAS,INDEPENDENCE,0.0,100.0
195206,5.0,1535,F2,ARKANSAS,LAWRENCE,0.0,33.0
195206,5.0,1430,F0,ARKANSAS,PULASKI,0.0,33.0
195207,5.0,1418,F2,ARKANSAS,MILLER,1.1,50.0
195202,28.0,1930,F0,MISSISSIPPI,NESHOBA,0.0,33.0
195204,37.0,45,F2,NORTH CAROLINA,WAKE,6.9,300.0
195205,37.0,1100,F2,NORTH CAROLINA,BERTIE,0.0,33.0
195205,37.0,1100,F2,NORTH CAROLINA,HYDE,1.5,33.0
195207,37.0,1100,F2,NORTH CAROLINA,HALIFAX,0.0,33.0
195208,37.0,1100,F1,NORTH CAROLINA,STOKES,0.0,33.0
195205,29.0,1900,F2,MISSOURI,JACKSON,1.3,440.0
195207,29.0,1615,F1,MISSOURI,MONTGOMERY,0.2,10.0
195208,29.0,20,F2,MISSOURI,PETTIS,1.3,300.0
195211,29.0,1600,F3,MISSOURI,NODAWAY,21.6,600.0
195203,1.0,1310,F3,ALABAMA,PICKENS,3.3,440.0
195203,1.0,1500,F4,ALABAMA,MORGAN,21.6,100.0
195204,1.0,620,F1,ALABAMA,MOBILE,0.2,200.0
195204,24.0,1500,F0,MARYLAND,CAROLINE,0.3,33.0
195208,24.0,2200,F1,MARYLAND,MONTGOMERY,0.0,70.0
195205,1.0,900,F1,ALABAMA,FAYETTE,0.2,50.0
195205,1.0,900,F1,ALABAMA,FAYETTE,0.2,50.0
195205,1.0,900,F1,ALABAMA,FAYETTE,0.2,50.0
195203,21.0,5,F3,KENTUCKY,LARUE,2.7,33.0
195212,21.0,1500,F3,KENTUCKY,DAVIESS,25.2,880.0
195212,21.0,1530,F3,KENTUCKY,HANCOCK,8.5,880.0
195201,1.0,900,F1,ALABAMA,TALLAPOOSA,0.0,33.0
195202,1.0,2000,F3,ALABAMA,TUSCALOOSA,3.3,100.0
195202,1.0,2000,F3,ALABAMA,FAYETTE,2.3,100.0
195202,1.0,2030,F1,ALABAMA,CULLMAN,1.3,400.0
195202,1.0,2030,F1,ALABAMA,BLOUNT,4.7,400.0
195202,1.0,2130,F3,ALABAMA,JEFFERSON,0.0,200.0
195202,1.0,1700,F3,ALABAMA,DEKALB,3.3,400.0
195204,24.0,1200,F1,MARYLAND,FREDERICK,1.0,50.0
195204,24.0,1400,F1,MARYLAND,FREDERICK,1.0,50.0
195206,27.0,2030,F2,MINNESOTA,COTTONWOOD,12.5,220.0
195206,27.0,2050,F2,MINNESOTA,BROWN,30.7,220.0
195206,27.0,2200,F2,MINNESOTA,NICOLLET,61.6,220.0
195206,27.0,2330,F2,MINNESOTA,HENNEPIN,0.0,220.0
195206,27.0,1830,F2,MINNESOTA,LE SUEUR,65.8,267.0
195206,27.0,2000,F2,MINNESOTA,ANOKA,5.1,267.0
195207,27.0,1600,F1,MINNESOTA,GRANT,4.1,217.0
195207,27.0,1900,F2,MINNESOTA,AITKIN,9.4,333.0
195207,27.0,1825,F2,MINNESOTA,FREEBORN,1.5,133.0
195208,27.0,1525,F1,MINNESOTA,STEVENS,13.3,33.0
195203,29.0,1725,F2,MISSOURI,ST. FRANCOIS,8.5,100.0
195203,29.0,1735,F2,MISSOURI,STE. GENEVIEVE,9.9,100.0
195203,29.0,2000,F4,MISSOURI,PEMISCOT,6.5,880.0
195205,29.0,1600,F1,MISSOURI,GENTRY,1.5,400.0
195202,29.0,1710,F2,MISSOURI,PEMISCOT,4.5,100.0
195202,29.0,1720,F2,MISSOURI,PEMISCOT,2.3,100.0
195205,19.0,1300,F2,IOWA,BUTLER,0.0,17.0
195205,19.0,1500,F1,IOWA,WORTH,0.0,33.0
195206,19.0,1830,F2,IOWA,GRUNDY,2.3,100.0
195206,19.0,1830,F4,IOWA,CHEROKEE,24.1,400.0
195207,19.0,1750,F1,IOWA,LYON,0.0,33.0
195211,19.0,1320,F0,IOWA,MUSCATINE,0.0,50.0
195206,46.0,1855,F0,SOUTH DAKOTA,SANBORN,2.0,43.0
195206,46.0,1000,F0,SOUTH DAKOTA,HAAKON,0.0,33.0
195206,46.0,2300,0,SOUTH DAKOTA,FAULK,0.0,33.0
195206,46.0,1910,F0,SOUTH DAKOTA,GREGORY,1.0,100.0
195206,46.0,2210,F1,SOUTH DAKOTA,HUTCHINSON,0.0,33.0
195204,39.0,1310,F1,OHIO,TUSCARAWAS,0.0,33.0
195207,40.0,1300,F1,OKLAHOMA,KINGFISHER,1.0,10.0
195205,18.0,1845,F1,INDIANA,MARION,15.6,13.0
195212,18.0,1550,F3,INDIANA,PERRY,1.3,33.0
195205,8.0,1430,F2,COLORADO,KIT CARSON,2.5,200.0
195205,8.0,1515,F3,COLORADO,WELD,7.4,150.0
195206,8.0,1730,F2,COLORADO,WASHINGTON,7.0,33.0
195205,45.0,1400,F3,SOUTH CAROLINA,GREENVILLE,6.6,83.0
195205,45.0,1415,F3,SOUTH CAROLINA,SPARTANBURG,16.1,83.0
195206,45.0,1900,F1,SOUTH CAROLINA,BARNWELL,2.0,167.0
195206,48.0,1230,F1,TEXAS,GRAYSON,13.8,33.0
195206,27.0,1630,F2,MINNESOTA,SWIFT,8.4,220.0
195211,5.0,1640,F2,ARKANSAS,SCOTT,27.8,100.0
195205,56.0,1230,F1,WYOMING,NIOBRARA,2.0,100.0
195211,37.0,2237,F2,NORTH CAROLINA,GRANVILLE,1.0,50.0
195208,51.0,2130,F1,VIRGINIA,FAIRFAX,2.0,100.0
195206,55.0,2130,F3,WISCONSIN,POLK,18.2,100.0
195205,20.0,1745,F4,KANSAS,JOHNSON,10.9,440.0
195206,20.0,1910,F2,KANSAS,SUMNER,3.3,60.0
195206,20.0,1900,F2,KANSAS,LEAVENWORTH,24.9,33.0
195206,20.0,1715,F2,KANSAS,PHILLIPS,12.0,33.0
195206,20.0,1430,F2,KANSAS,NORTON,1.9,100.0
195207,20.0,1500,F1,KANSAS,DECATUR,11.9,33.0
195207,20.0,1630,0,KANSAS,CHEYENNE,0.0,33.0
195207,20.0,1700,F2,KANSAS,SHERMAN,0.0,33.0
195208,20.0,1800,F3,KANSAS,RUSSELL,4.7,33.0
195208,20.0,2200,F1,KANSAS,EDWARDS,0.0,33.0
195208,20.0,2130,F2,KANSAS,DICKINSON,1.5,100.0
195211,20.0,1,F1,KANSAS,NEMAHA,0.0,33.0
195201,13.0,700,F2,GEORGIA,MITCHELL,1.9,350.0
195201,13.0,705,F2,GEORGIA,COLQUITT,6.8,350.0
195201,13.0,340,F1,GEORGIA,MONROE,3.8,400.0
195202,47.0,1600,F1,TENNESSEE,MARSHALL,0.1,100.0
195202,47.0,1630,F4,TENNESSEE,LINCOLN,2.0,300.0
195202,47.0,1640,F2,TENNESSEE,WARREN,1.0,400.0
195202,47.0,1730,F2,TENNESSEE,MCMINN,15.3,587.0
195203,47.0,1800,F4,TENNESSEE,DYER,4.7,200.0
195203,47.0,2030,F3,TENNESSEE,DYER,18.1,1000.0
195203,47.0,2030,F4,TENNESSEE,DYER,2.0,200.0
195202,47.0,1700,F2,TENNESSEE,BENTON,0.3,300.0
195202,47.0,1945,F1,TENNESSEE,DAVIDSON,0.3,200.0
195202,47.0,2100,F1,TENNESSEE,LINCOLN,0.2,400.0
195202,47.0,2200,F3,TENNESSEE,LINCOLN,7.4,350.0
195202,47.0,2230,F4,TENNESSEE,MOORE,1.3,100.0
195202,47.0,2240,F4,TENNESSEE,FRANKLIN,11.4,100.0
195202,47.0,2300,F3,TENNESSEE,GRUNDY,5.1,400.0
195201,13.0,600,F1,GEORGIA,DOUGHERTY,2.0,100.0
195201,13.0,630,F2,GEORGIA,WORTH,1.0,100.0
195201,13.0,710,F1,GEORGIA,TIFT,0.1,400.0
195201,13.0,730,F1,GEORGIA,EMANUEL,0.1,33.0
195202,13.0,1900,F2,GEORGIA,FRANKLIN,7.8,77.0
195202,13.0,1930,F2,GEORGIA,BANKS,9.4,300.0
195202,13.0,2015,F2,GEORGIA,JACKSON,0.2,17.0
195203,13.0,2011,F3,GEORGIA,BIBB,4.3,400.0
195203,13.0,1420,F1,GEORGIA,LEE,1.0,150.0
195205,13.0,620,F3,GEORGIA,BERRIEN,4.3,200.0
195202,22.0,400,F0,LOUISIANA,CADDO,1.0,133.0
195202,22.0,900,F2,LOUISIANA,CADDO,0.5,200.0
195203,22.0,830,F3,LOUISIANA,DE SOTO,50.9,650.0
195204,22.0,2300,F1,LOUISIANA,CLAIBORNE,2.0,67.0
195204,22.0,200,F3,LOUISIANA,JEFFERSON DAVIS,16.5,100.0
195204,22.0,230,F3,LOUISIANA,ACADIA,20.2,100.0
195204,22.0,330,F2,LOUISIANA,ST. LANDRY,13.2,67.0
195204,22.0,330,F2,LOUISIANA,ST. MARY,6.4,20.0
195204,22.0,350,F2,LOUISIANA,ST. MARTIN,7.2,67.0
195204,22.0,915,F0,LOUISIANA,TANGIPAHOA,0.5,20.0
195205,22.0,900,F0,LOUISIANA,TERREBONNE,1.0,33.0
195204,12.0,920,F1,FLORIDA,BAY,0.0,20.0
195205,12.0,1330,F0,FLORIDA,HERNANDO,0.0,33.0
195205,12.0,1100,F2,FLORIDA,PINELLAS,0.1,33.0
195206,12.0,1200,F1,FLORIDA,PINELLAS,2.5,33.0
195208,12.0,1445,F1,FLORIDA,PALM BEACH,0.2,17.0
195202,12.0,1020,F1,FLORIDA,PALM BEACH,1.5,17.0
195204,20.0,1330,F1,KANSAS,EDWARDS,0.0,33.0
195204,20.0,1730,0,KANSAS,RILEY,0.0,33.0
195204,20.0,1330,F0,KANSAS,MEADE,0.0,33.0
195204,20.0,1914,F0,KANSAS,STAFFORD,0.0,33.0
195204,20.0,2050,F0,KANSAS,FORD,0.0,33.0
195205,20.0,1800,0,KANSAS,OSBORNE,0.0,33.0
195205,20.0,1930,F2,KANSAS,REPUBLIC,0.2,100.0
195204,51.0,1000,F2,VIRGINIA,ROCKINGHAM,4.9,33.0
195205,20.0,1710,F4,KANSAS,DOUGLAS,2.7,440.0
195205,20.0,1725,F4,KANSAS,LEAVENWORTH,13.3,440.0
195204,51.0,915,F2,VIRGINIA,AUGUSTA,1.0,150.0
195203,17.0,1807,F1,ILLINOIS,GREENE,3.0,10.0
195203,17.0,1821,F2,ILLINOIS,RANDOLPH,4.9,100.0
195205,17.0,1750,F1,ILLINOIS,ST. CLAIR,0.0,33.0
195207,17.0,1700,F1,ILLINOIS,MERCER,0.0,33.0
195203,47.0,2200,F4,TENNESSEE,FAYETTE,18.7,427.0
195203,47.0,2245,F2,TENNESSEE,GIBSON,0.1,150.0
195203,47.0,2250,F3,TENNESSEE,CARROLL,0.1,100.0
195203,47.0,2300,F2,TENNESSEE,CARROLL,0.1,150.0
195203,47.0,2317,F3,TENNESSEE,CARROLL,5.1,177.0
195203,47.0,2330,F4,TENNESSEE,HARDEMAN,11.1,177.0
195203,47.0,2355,F2,TENNESSEE,HUMPHREYS,0.3,500.0
195203,47.0,1,F4,TENNESSEE,CHESTER,19.8,177.0
195203,47.0,20,F2,TENNESSEE,HICKMAN,0.5,40.0
195203,47.0,100,F4,TENNESSEE,HENDERSON,15.9,177.0
195203,47.0,1115,F1,TENNESSEE,SMITH,0.3,7.0
195206,47.0,1805,F1,TENNESSEE,DAVIDSON,0.3,7.0
195312,12.0,1750,F1,FLORIDA,DUVAL,2.7,100.0
195305,56.0,1400,F1,WYOMING,SHERIDAN,0.2,7.0
195303,40.0,1925,F1,OKLAHOMA,COMANCHE,1.0,100.0
195304,40.0,2158,F0,OKLAHOMA,MCCLAIN,0.0,33.0
195304,40.0,1850,F2,OKLAHOMA,CANADIAN,16.2,440.0
195304,40.0,2300,F2,OKLAHOMA,ATOKA,0.3,23.0
195304,40.0,1531,F2,OKLAHOMA,OKMULGEE,1.5,300.0
195304,40.0,2000,F2,OKLAHOMA,MCCURTAIN,1.0,200.0
195304,40.0,2010,F1,OKLAHOMA,MCCURTAIN,0.0,33.0
195304,40.0,2030,F2,OKLAHOMA,MCCURTAIN,0.8,17.0
195304,40.0,1500,F0,OKLAHOMA,WOODWARD,0.1,27.0
195304,40.0,1615,F1,OKLAHOMA,PUSHMATAHA,0.1,100.0
195305,40.0,100,F1,OKLAHOMA,HARMON,3.6,440.0
195305,40.0,115,F1,OKLAHOMA,GREER,0.0,17.0
195305,40.0,115,F1,OKLAHOMA,GREER,0.0,17.0
195305,40.0,120,F1,OKLAHOMA,CUSTER,0.0,33.0
195305,42.0,1010,F1,PENNSYLVANIA,SCHUYLKILL,0.5,27.0
