MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20130702,Northeast,98.52,1.48,0,0,0,0,7/2/2013,7/8/2013,1
20130702,South,39.8,60.2,49.62,39.59,20,7.32,7/2/2013,7/8/2013,1
20130702,Southeast,96.41,3.59,0,0,0,0,7/2/2013,7/8/2013,1
20130702,West,30.12,69.88,51.55,34.66,11.84,3.9,7/2/2013,7/8/2013,1
20130625,High Plains,24.34,75.66,66.65,45.8,22.97,8.03,6/25/2013,7/1/2013,1
20130625,Midwest,97.58,2.42,0.91,0,0,0,6/25/2013,7/1/2013,1
20130625,Northeast,90.71,9.29,0.39,0,0,0,6/25/2013,7/1/2013,1
20130625,South,44.32,55.68,48.03,35.49,18.71,6.85,6/25/2013,7/1/2013,1
20130625,Southeast,91.5,8.5,0,0,0,0,6/25/2013,7/1/2013,1
20130625,West,30.83,69.17,49.29,34.62,11.45,3.46,6/25/2013,7/1/2013,1
20130618,High Plains,20.55,79.45,69.76,45.46,21.27,8.03,6/18/2013,6/24/2013,1
20130618,Midwest,93.01,6.99,1.9,0,0,0,6/18/2013,6/24/2013,1
20130618,Northeast,90.71,9.29,0.39,0,0,0,6/18/2013,6/24/2013,1
20130618,South,43.55,56.45,48.74,34.43,18.37,7.1,6/18/2013,6/24/2013,1
20130618,Southeast,91.48,8.52,0,0,0,0,6/18/2013,6/24/2013,1
20130618,West,39.42,60.58,46.9,31.26,11.1,3.41,6/18/2013,6/24/2013,1
20130611,High Plains,20.3,79.7,68.45,45.8,19.43,7.73,6/11/2013,6/17/2013,1
20130611,Midwest,92.26,7.74,2.2,0.15,0,0,6/11/2013,6/17/2013,1
20130611,Northeast,88.53,11.47,0.39,0,0,0,6/11/2013,6/17/2013,1
20130611,South,43.19,56.81,49.58,35.15,19.85,9,6/11/2013,6/17/2013,1
20130611,Southeast,91.82,8.18,0,0,0,0,6/11/2013,6/17/2013,1
20130611,West,40.47,59.53,45.71,27.79,8.81,3.45,6/11/2013,6/17/2013,1
20130604,High Plains,18.13,81.87,69.02,46.22,19.48,7.48,6/4/2013,6/10/2013,1
20130604,Midwest,90.78,9.22,3.45,0.53,0,0,6/4/2013,6/10/2013,1
20130604,Northeast,76.64,23.36,1.22,0,0,0,6/4/2013,6/10/2013,1
20130604,South,41.93,58.07,51.68,35.55,20.24,9.83,6/4/2013,6/10/2013,1
20130604,Southeast,83.05,16.95,1.9,0,0,0,6/4/2013,6/10/2013,1
20130604,West,41.55,58.45,43.94,27.51,8.81,3.46,6/4/2013,6/10/2013,1
20130528,High Plains,15.36,84.64,72.98,55.55,21.35,7.41,5/28/2013,6/3/2013,1
20130528,Midwest,89.83,10.17,3.56,0.53,0,0,5/28/2013,6/3/2013,1
20130528,Northeast,75.08,24.92,1.22,0,0,0,5/28/2013,6/3/2013,1
20130528,South,40.25,59.75,52.84,36.91,19.92,9.6,5/28/2013,6/3/2013,1
20130528,Southeast,84.45,15.55,2.88,0.65,0,0,5/28/2013,6/3/2013,1
20130528,West,39.52,60.48,42.51,26,8.91,3.47,5/28/2013,6/3/2013,1
20130521,High Plains,11.1,88.9,76.75,60.09,25.05,7.62,5/21/2013,5/27/2013,1
20130521,Midwest,80.68,19.32,6.26,1.55,0.01,0,5/21/2013,5/27/2013,1
20130521,Northeast,55.06,44.94,7.25,0,0,0,5/21/2013,5/27/2013,1
20130521,South,37.32,62.68,54.02,40.67,21.43,10.51,5/21/2013,5/27/2013,1
20130521,Southeast,87.33,12.67,2.02,0.65,0,0,5/21/2013,5/27/2013,1
20130521,West,39.06,60.94,42.73,26,8.91,3.47,5/21/2013,5/27/2013,1
20130514,High Plains,7.52,92.48,80.56,65.2,29.25,7.88,5/14/2013,5/20/2013,1
20130514,Midwest,78.29,21.71,10.18,2.62,0.01,0,5/14/2013,5/20/2013,1
20130514,Northeast,60.97,39.03,7.27,0,0,0,5/14/2013,5/20/2013,1
20130514,South,36.14,63.86,55.58,41.73,22.57,7.35,5/14/2013,5/20/2013,1
20130514,Southeast,88.38,11.62,2.02,0.65,0,0,5/14/2013,5/20/2013,1
20130514,West,38.9,61.1,42.77,25.84,9.09,3.41,5/14/2013,5/20/2013,1
20130507,High Plains,7.98,92.02,82.55,66.3,30.43,8.48,5/7/2013,5/13/2013,1
20130507,Midwest,77.96,22.04,10.38,2.99,0.01,0,5/7/2013,5/13/2013,1
20130507,Northeast,45.66,54.34,9.81,0,0,0,5/7/2013,5/13/2013,1
20130507,South,36.77,63.23,56.17,43.82,24.87,7.66,5/7/2013,5/13/2013,1
20130507,Southeast,89.04,10.96,2.02,0.65,0,0,5/7/2013,5/13/2013,1
20130507,West,39.16,60.84,42.32,25.8,8.87,3.08,5/7/2013,5/13/2013,1
20130430,High Plains,7.72,92.28,85.04,69.52,32.53,8,4/30/2013,5/6/2013,1
20130430,Midwest,74.12,25.88,14.05,3.28,0.04,0,4/30/2013,5/6/2013,1
20130430,Northeast,68.94,31.06,0,0,0,0,4/30/2013,5/6/2013,1
20130430,South,36.44,63.56,56.1,44.27,22.46,5.95,4/30/2013,5/6/2013,1
20130430,Southeast,79.31,20.69,6,1.77,0,0,4/30/2013,5/6/2013,1
20130430,West,41.64,58.36,38.67,24.01,8.67,1.92,4/30/2013,5/6/2013,1
20130423,High Plains,7.07,92.93,86.14,69.8,37.82,7.32,4/23/2013,4/29/2013,1
20130423,Midwest,72.46,27.54,14.93,3.49,0.04,0,4/23/2013,4/29/2013,1
20130423,Northeast,81.11,18.89,0,0,0,0,4/23/2013,4/29/2013,1
20130423,South,34.09,65.91,57.02,42.53,23.28,6.76,4/23/2013,4/29/2013,1
20130423,Southeast,74.67,25.33,8.29,1.77,0,0,4/23/2013,4/29/2013,1
20130423,West,38.09,61.91,38.16,22.56,8.14,0.34,4/23/2013,4/29/2013,1
20130416,High Plains,7.1,92.9,86.43,73.47,44.28,6.77,4/16/2013,4/22/2013,1
20130416,Midwest,67.35,32.65,20.94,7.74,0.17,0,4/16/2013,4/22/2013,1
20130416,Northeast,83.53,16.47,0,0,0,0,4/16/2013,4/22/2013,1
20130416,South,32.95,67.05,58.25,44.18,22.04,7.17,4/16/2013,4/22/2013,1
20130416,Southeast,70.33,29.67,9.68,0.95,0,0,4/16/2013,4/22/2013,1
20130416,West,37.77,62.23,36.41,20.28,6.12,0.34,4/16/2013,4/22/2013,1
20130409,High Plains,4.96,95.04,91.67,80.57,53.33,11.7,4/9/2013,4/15/2013,1
20130409,Midwest,60.17,39.83,32.24,19.42,5.67,0,4/9/2013,4/15/2013,1
20130409,Northeast,77.52,22.48,0,0,0,0,4/9/2013,4/15/2013,1
20130409,South,29.39,70.61,57.93,43.15,19.96,6.98,4/9/2013,4/15/2013,1
20130409,Southeast,66.83,33.17,13.21,1.21,0,0,4/9/2013,4/15/2013,1
20130409,West,31.96,68.04,36.33,20.37,6.23,0.34,4/9/2013,4/15/2013,1
20130402,High Plains,4.96,95.04,91.68,81.27,54.76,22.17,4/2/2013,4/8/2013,1
20130402,Midwest,55.23,44.77,33.31,19.89,5.76,0.01,4/2/2013,4/8/2013,1
20130402,Northeast,81.71,18.29,0,0,0,0,4/2/2013,4/8/2013,1
20130402,South,28.19,71.81,60.23,43.79,23.69,7.28,4/2/2013,4/8/2013,1
20130402,Southeast,63.51,36.49,18.9,1.21,0,0,4/2/2013,4/8/2013,1
20130402,West,30.13,69.87,36.26,20.12,5.31,0.34,4/2/2013,4/8/2013,1
20130326,High Plains,4.65,95.35,91.34,81.3,54.82,22.24,3/26/2013,4/1/2013,1
20130326,Midwest,55.2,44.8,33.31,20.11,5.76,0.01,3/26/2013,4/1/2013,1
20130326,Northeast,93.77,6.23,0,0,0,0,3/26/2013,4/1/2013,1
20130326,South,28.29,71.71,60.09,42.94,22.09,6.64,3/26/2013,4/1/2013,1
20130326,Southeast,63.56,36.44,17.06,1.21,0,0,3/26/2013,4/1/2013,1
20130326,West,31.83,68.17,36.23,20.14,5.3,0.34,3/26/2013,4/1/2013,1
20130319,High Plains,4.65,95.35,91.29,81.46,55.52,24.37,3/19/2013,3/25/2013,1
20130319,Midwest,50.11,49.89,33.3,20.11,5.76,0.01,3/19/2013,3/25/2013,1
20130319,Northeast,93.77,6.23,0,0,0,0,3/19/2013,3/25/2013,1
20130319,South,30.52,69.48,58.96,41.68,21.37,6.28,3/19/2013,3/25/2013,1
20130319,Southeast,53.48,46.52,22.95,6.32,0,0,3/19/2013,3/25/2013,1
20130319,West,34.18,65.82,35.96,20.06,5.3,0.33,3/19/2013,3/25/2013,1
20130312,High Plains,4.65,95.35,91.29,81.46,55.58,24.37,3/12/2013,3/18/2013,1
20130312,Midwest,49.32,50.68,35.54,20.11,5.76,0.01,3/12/2013,3/18/2013,1
20130312,Northeast,93.77,6.23,0,0,0,0,3/12/2013,3/18/2013,1
20130312,South,36.36,63.64,54.55,38.61,19.37,5.62,3/12/2013,3/18/2013,1
20130312,Southeast,55.12,44.88,23.31,6.59,0,0,3/12/2013,3/18/2013,1
20130312,West,35.23,64.77,35.75,20.05,5.29,0.33,3/12/2013,3/18/2013,1
20130305,High Plains,4.65,95.35,91.3,82.03,55.76,25.87,3/5/2013,3/11/2013,1
20130305,Midwest,44.53,55.47,45.74,22.46,7.85,0.14,3/5/2013,3/11/2013,1
20130305,Northeast,93.71,6.29,0,0,0,0,3/5/2013,3/11/2013,1
20130305,South,36.58,63.42,55.03,43.05,20.26,5.01,3/5/2013,3/11/2013,1
20130305,Southeast,52.24,47.76,23.61,6.56,0,0,3/5/2013,3/11/2013,1
20130305,West,33.82,66.18,36.03,20.52,5.29,0.33,3/5/2013,3/11/2013,1
20130226,High Plains,4.66,95.34,91.34,82.51,56.77,26.68,2/26/2013,3/4/2013,1
20130226,Midwest,40.47,59.53,46.62,23.07,7.85,0.14,2/26/2013,3/4/2013,1
20130226,Northeast,93.71,6.29,0,0,0,0,2/26/2013,3/4/2013,1
20130226,South,36.37,63.63,54.44,40.13,19.33,4.18,2/26/2013,3/4/2013,1
20130226,Southeast,52.37,47.63,26.92,7.95,0,0,2/26/2013,3/4/2013,1
20130226,West,32.05,67.95,36.92,20.71,5.12,0.34,2/26/2013,3/4/2013,1
20130219,High Plains,5.01,94.99,91.35,82.51,57.67,29.11,2/19/2013,2/25/2013,1
20130219,Midwest,39.78,60.22,47.6,23.88,7.85,0.14,2/19/2013,2/25/2013,1
20130219,Northeast,93.71,6.29,0,0,0,0,2/19/2013,2/25/2013,1
20130219,South,36.26,63.74,53.89,39.86,24.59,9.53,2/19/2013,2/25/2013,1
20130219,Southeast,39.21,60.79,43.23,19.81,6.72,0,2/19/2013,2/25/2013,1
20130219,West,33.72,66.28,36.93,20.39,5.09,0.09,2/19/2013,2/25/2013,1
20130212,High Plains,5.01,94.99,91.35,82.51,57.64,29.19,2/12/2013,2/18/2013,1
20130212,Midwest,40.21,59.79,47.54,24.01,7.89,0.14,2/12/2013,2/18/2013,1
20130212,Northeast,93.71,6.29,0,0,0,0,2/12/2013,2/18/2013,1
20130212,South,35.59,64.41,54.92,40.36,24.12,9.21,2/12/2013,2/18/2013,1
20130212,Southeast,39.07,60.93,38.84,22.12,7.88,0,2/12/2013,2/18/2013,1
20130212,West,35.66,64.34,37.26,20.39,3.22,0.07,2/12/2013,2/18/2013,1
20130205,High Plains,4.79,95.21,92.08,87.25,60.61,29.19,2/5/2013,2/11/2013,1
20130205,Midwest,40.2,59.8,47.55,26.48,7.89,0.14,2/5/2013,2/11/2013,1
20130205,Northeast,94.26,5.74,0,0,0,0,2/5/2013,2/11/2013,1
20130205,South,34.65,65.35,55.82,41.67,23.91,9.21,2/5/2013,2/11/2013,1
20130205,Southeast,29.88,70.12,41.1,26.89,11.58,2.43,2/5/2013,2/11/2013,1
20130205,West,33.7,66.3,38.41,21.32,4.3,0.07,2/5/2013,2/11/2013,1
20130129,High Plains,4.79,95.21,92.08,87.25,61.29,27.02,1/29/2013,2/4/2013,1
20130129,Midwest,32.8,67.2,51.43,29.83,7.89,0.14,1/29/2013,2/4/2013,1
20130129,Northeast,93.83,6.17,0.06,0,0,0,1/29/2013,2/4/2013,1
20130129,South,31.46,68.54,56.21,41.73,24,8.59,1/29/2013,2/4/2013,1
20130129,Southeast,31.02,68.98,42.4,26,11.64,2.43,1/29/2013,2/4/2013,1
20130129,West,30.94,69.06,38.46,21.34,4.54,0.07,1/29/2013,2/4/2013,1
20130122,High Plains,4.79,95.21,92.08,87.25,61.3,27.02,1/22/2013,1/28/2013,1
20130122,Midwest,32.8,67.2,51.43,29.83,7.89,0.14,1/22/2013,1/28/2013,1
20130122,Northeast,93.83,6.17,0.06,0,0,0,1/22/2013,1/28/2013,1
20130122,South,31,69,55.13,41.37,23.5,8.66,1/22/2013,1/28/2013,1
20130122,Southeast,35.32,64.68,36.9,19.01,8.49,2.15,1/22/2013,1/28/2013,1
20130122,West,30.21,69.79,39.77,21.71,5.2,0.07,1/22/2013,1/28/2013,1
20130115,High Plains,4.79,95.21,92.08,87.25,61.27,26.81,1/15/2013,1/21/2013,1
20130115,Midwest,30.19,69.81,53.31,29.82,7.89,0.14,1/15/2013,1/21/2013,1
20130115,Northeast,92.18,7.82,0.18,0,0,0,1/15/2013,1/21/2013,1
20130115,South,29.64,70.36,56.15,42.32,23.78,8.57,1/15/2013,1/21/2013,1
20130115,Southeast,30.79,69.21,44.47,19.66,8.88,2.15,1/15/2013,1/21/2013,1
20130115,West,31.82,68.18,39.77,21.71,5.2,0.07,1/15/2013,1/21/2013,1
20130108,High Plains,4.78,95.22,92.08,86.2,60.25,26.99,1/8/2013,1/14/2013,1
20130108,Midwest,27.86,72.14,55.05,30.11,7.88,0.14,1/8/2013,1/14/2013,1
20130108,Northeast,91.7,8.3,0.18,0,0,0,1/8/2013,1/14/2013,1
20130108,South,24.31,75.69,61.96,50.73,32.67,10.7,1/8/2013,1/14/2013,1
20130108,Southeast,29.33,70.67,44.46,20.17,9.4,2.08,1/8/2013,1/14/2013,1
20130108,West,31.63,68.37,39.94,21.74,5.18,0.07,1/8/2013,1/14/2013,1
20130101,High Plains,1.54,98.46,93.01,86.2,60.25,26.99,1/1/2013,1/7/2013,1
20130101,Midwest,28.14,71.86,54.93,30.11,7.88,0.14,1/1/2013,1/7/2013,1
20130101,Northeast,91.73,8.27,0.18,0,0,0,1/1/2013,1/7/2013,1
20130101,South,21.18,78.82,63.69,50.5,32.8,10.98,1/1/2013,1/7/2013,1
20130101,Southeast,29.9,70.1,45.14,20.41,9.47,2.08,1/1/2013,1/7/2013,1
20130101,West,31.51,68.49,40.59,22.42,6.09,0.07,1/1/2013,1/7/2013,1
20121225,High Plains,1.54,98.46,93.01,86.2,60.25,26.99,12/25/2012,12/31/2012,1
20121225,Midwest,28.13,71.87,54.93,30.3,7.88,0.14,12/25/2012,12/31/2012,1
20121225,Northeast,87.73,12.27,0,0,0,0,12/25/2012,12/31/2012,1
20121225,South,19.12,80.88,65.56,49.91,32.52,10.14,12/25/2012,12/31/2012,1
20121225,Southeast,25.93,74.07,48.9,22.22,9.56,3.39,12/25/2012,12/31/2012,1
20121225,West,31.42,68.58,40.01,23,6.71,0.07,12/25/2012,12/31/2012,1
20121218,High Plains,1.54,98.46,93.01,86.2,59.98,26.99,12/18/2012,12/24/2012,1
20121218,Midwest,27.96,72.04,54.93,30.15,8.98,0.14,12/18/2012,12/24/2012,1
20121218,Northeast,86.65,13.35,0,0,0,0,12/18/2012,12/24/2012,1
20121218,South,19.12,80.88,65.58,49.9,32.03,9.6,12/18/2012,12/24/2012,1
20121218,Southeast,27.5,72.5,48.55,22.56,9.78,3.39,12/18/2012,12/24/2012,1
20121218,West,38.13,61.87,40.02,23.09,6.71,0.07,12/18/2012,12/24/2012,1
20121211,High Plains,1.54,98.46,93.01,86.12,58.39,26.91,12/11/2012,12/17/2012,1
20121211,Midwest,27.97,72.03,54.93,30.15,8.98,0.14,12/11/2012,12/17/2012,1
20121211,Northeast,86.65,13.35,0,0,0,0,12/11/2012,12/17/2012,1
20121211,South,18.32,81.68,65.8,51.03,30.79,8.87,12/11/2012,12/17/2012,1
20121211,Southeast,27.5,72.5,48.63,21.19,9.8,3.39,12/11/2012,12/17/2012,1
20121211,West,38.2,61.8,40.12,23.14,6.49,0.07,12/11/2012,12/17/2012,1
20121204,High Plains,1.2,98.8,93.4,86.41,58.39,26.91,12/4/2012,12/10/2012,1
20121204,Midwest,23.13,76.87,56.41,30.56,8.98,0.14,12/4/2012,12/10/2012,1
20121204,Northeast,86.69,13.31,0,0,0,0,12/4/2012,12/10/2012,1
20121204,South,15.98,84.02,65.41,48.19,28.3,8.87,12/4/2012,12/10/2012,1
20121204,Southeast,25.17,74.83,48.77,21.03,9.68,3.39,12/4/2012,12/10/2012,1
20121204,West,36.67,63.33,40.58,23.19,6.49,0.07,12/4/2012,12/10/2012,1
20121127,High Plains,1.2,98.8,93.69,85.96,57.89,26.72,11/27/2012,12/3/2012,1
20121127,Midwest,23.13,76.87,55.5,30.34,8.98,0.14,11/27/2012,12/3/2012,1
20121127,Northeast,87.75,12.25,0,0,0,0,11/27/2012,12/3/2012,1
20121127,South,20.96,79.04,63.53,45.32,26.83,8.44,11/27/2012,12/3/2012,1
20121127,Southeast,32.52,67.48,46.22,18.91,8.77,3.39,11/27/2012,12/3/2012,1
20121127,West,33.87,66.13,42.34,23.47,6.35,0.07,11/27/2012,12/3/2012,1
20121120,High Plains,1.2,98.8,93.88,84.32,55.94,26.28,11/20/2012,11/26/2012,1
20121120,Midwest,25.69,74.31,52.48,21.86,8.98,0.14,11/20/2012,11/26/2012,1
20121120,Northeast,92.1,7.9,0,0,0,0,11/20/2012,11/26/2012,1
20121120,South,24.39,75.61,61.12,42.6,23.57,8.17,11/20/2012,11/26/2012,1
20121120,Southeast,43.27,56.73,30.41,15.04,7.96,3.39,11/20/2012,11/26/2012,1
20121120,West,39.96,60.04,42.06,21.25,6.16,0.07,11/20/2012,11/26/2012,1
20121113,High Plains,1.2,98.8,93.88,84.32,55.92,25.71,11/13/2012,11/19/2012,1
20121113,Midwest,26.77,73.23,52.66,21.86,8.98,0.14,11/13/2012,11/19/2012,1
20121113,Northeast,95.19,4.81,0,0,0,0,11/13/2012,11/19/2012,1
20121113,South,27.6,72.4,57.21,36.31,21.46,7.34,11/13/2012,11/19/2012,1
20121113,Southeast,45.9,54.1,24.82,13.63,6.91,3.39,11/13/2012,11/19/2012,1
20121113,West,40.2,59.8,41.93,20.03,5.64,0.05,11/13/2012,11/19/2012,1
20121106,High Plains,0.03,99.97,96.46,83.94,57.54,27.24,11/6/2012,11/12/2012,1
20121106,Midwest,25.43,74.57,55.44,29.57,11.2,0.28,11/6/2012,11/12/2012,1
20121106,Northeast,95.19,4.81,0,0,0,0,11/6/2012,11/12/2012,1
20121106,South,29.13,70.87,54,37.59,21.68,6.61,11/6/2012,11/12/2012,1
20121106,Southeast,53.72,46.28,22.64,12.16,6.77,3.48,11/6/2012,11/12/2012,1
20121106,West,38.9,61.1,42.93,21.52,6.39,0.05,11/6/2012,11/12/2012,1
20121030,High Plains,0,100,98.2,83.87,57.02,27.44,10/30/2012,11/5/2012,1
20121030,Midwest,24.76,75.24,55.88,29.64,11.34,0.28,10/30/2012,11/5/2012,1
20121030,Northeast,95.03,4.97,0,0,0,0,10/30/2012,11/5/2012,1
20121030,South,30.27,69.73,53.05,37.39,20.81,5.53,10/30/2012,11/5/2012,1
20121030,Southeast,60.85,39.15,16.58,10.38,5.92,2.03,10/30/2012,11/5/2012,1
20121030,West,36.85,63.15,44.95,22.32,6.35,0.05,10/30/2012,11/5/2012,1
20121023,High Plains,0,100,98.93,84.9,57.55,27.44,10/23/2012,10/29/2012,1
20121023,Midwest,17.9,82.1,62.25,32.82,13.99,0.28,10/23/2012,10/29/2012,1
20121023,Northeast,86.34,13.66,4.22,0.47,0,0,10/23/2012,10/29/2012,1
20121023,South,29.65,70.35,54.93,37.22,20.52,5.29,10/23/2012,10/29/2012,1
20121023,Southeast,64.46,35.54,14.96,10.24,5.92,2.03,10/23/2012,10/29/2012,1
20121023,West,36.85,63.15,44.95,21.71,6.35,0.05,10/23/2012,10/29/2012,1
20121016,High Plains,0,100,99.6,87.42,57.81,27.44,10/16/2012,10/22/2012,1
20121016,Midwest,15.06,84.94,64.6,34.31,15.5,0.28,10/16/2012,10/22/2012,1
20121016,Northeast,82.67,17.33,4.81,0.47,0,0,10/16/2012,10/22/2012,1
20121016,South,31.5,68.5,55.33,37.17,20.39,5.29,10/16/2012,10/22/2012,1
20121016,Southeast,65.42,34.58,14.57,10.08,5.81,2.01,10/16/2012,10/22/2012,1
20121016,West,36.22,63.78,44.98,20.82,5,0.05,10/16/2012,10/22/2012,1
20121009,High Plains,0,100,99.61,87.58,60.82,28.24,10/9/2012,10/15/2012,1
20121009,Midwest,10.24,89.76,67.22,39.84,15.97,0.28,10/9/2012,10/15/2012,1
20121009,Northeast,82.09,17.91,5.44,0.47,0,0,10/9/2012,10/15/2012,1
20121009,South,30.52,69.48,57.15,37.67,23.1,6.58,10/9/2012,10/15/2012,1
20121009,Southeast,71.89,28.11,14.35,9.58,5.62,1.83,10/9/2012,10/15/2012,1
20121009,West,33.62,66.38,45.71,21.02,5.07,0.05,10/9/2012,10/15/2012,1
20121002,High Plains,0,100,99.62,87.51,60.7,27.91,10/2/2012,10/8/2012,1
20121002,Midwest,9.48,90.52,69.86,39.43,15.92,0.28,10/2/2012,10/8/2012,1
20121002,Northeast,81.9,18.1,5.89,0.47,0,0,10/2/2012,10/8/2012,1
20121002,South,28.17,71.83,60.13,38.85,23.18,6.27,10/2/2012,10/8/2012,1
20121002,Southeast,70.26,29.74,15.2,9.91,5.62,1.83,10/2/2012,10/8/2012,1
20121002,West,36.56,63.44,45.65,21.02,5.04,0.05,10/2/2012,10/8/2012,1
20120925,High Plains,0,100,98.91,83.8,61.28,24.35,9/25/2012,10/1/2012,1
20120925,Midwest,8.75,91.25,67.48,41.58,14.88,0.28,9/25/2012,10/1/2012,1
20120925,Northeast,80.43,19.57,6.82,0.47,0,0,9/25/2012,10/1/2012,1
20120925,South,24.13,75.87,66.61,51.51,29.86,9.11,9/25/2012,10/1/2012,1
20120925,Southeast,66.47,33.53,16.98,11.37,8.43,3.48,9/25/2012,10/1/2012,1
20120925,West,37.69,62.31,45.69,20.98,5.04,0.05,9/25/2012,10/1/2012,1
20120918,High Plains,0,100,97.28,82.81,60.63,23.71,9/18/2012,9/24/2012,1
20120918,Midwest,5.97,94.03,66.75,39.25,12.19,0.27,9/18/2012,9/24/2012,1
20120918,Northeast,66.24,33.76,8.04,0.47,0,0,9/18/2012,9/24/2012,1
20120918,South,25.06,74.94,65.27,48.67,28.85,8.96,9/18/2012,9/24/2012,1
20120918,Southeast,62.79,37.21,17.16,11.37,8.37,3.27,9/18/2012,9/24/2012,1
20120918,West,37.79,62.21,45.5,20.97,5.04,0.05,9/18/2012,9/24/2012,1
20120911,High Plains,0,100,95.6,82.77,60.66,25.1,9/11/2012,9/17/2012,1
20120911,Midwest,6.42,93.58,63.29,40.8,13.3,0.38,9/11/2012,9/17/2012,1
20120911,Northeast,66.3,33.7,8.26,0.47,0,0,9/11/2012,9/17/2012,1
20120911,South,22.95,77.05,66.47,49,29.31,8.92,9/11/2012,9/17/2012,1
20120911,Southeast,62.63,37.37,17.16,11.37,8.37,3.42,9/11/2012,9/17/2012,1
20120911,West,37.65,62.35,45.45,21.8,5.17,0.05,9/11/2012,9/17/2012,1
20120904,High Plains,0.94,99.06,92.43,81.84,61.01,24.54,9/4/2012,9/10/2012,1
20120904,Midwest,11.69,88.31,62.74,45.09,14.26,0.93,9/4/2012,9/10/2012,1
20120904,Northeast,59.21,40.79,10.19,0.95,0,0,9/4/2012,9/10/2012,1
20120904,South,24.35,75.65,64.56,45.89,30.09,8.46,9/4/2012,9/10/2012,1
20120904,Southeast,65.38,34.62,17.7,11.44,8.37,3.42,9/4/2012,9/10/2012,1
20120904,West,37.65,62.35,45.48,22.98,5.17,0.05,9/4/2012,9/10/2012,1
20120828,High Plains,1.25,98.75,88.07,79.12,54.19,14.97,8/28/2012,9/3/2012,1
20120828,Midwest,17.67,82.33,65.38,49.96,33.19,7.09,8/28/2012,9/3/2012,1
20120828,Northeast,55.21,44.79,11.49,0.95,0,0,8/28/2012,9/3/2012,1
20120828,South,20.94,79.06,66.23,46.19,28.33,11.29,8/28/2012,9/3/2012,1
20120828,Southeast,61.26,38.74,21.24,11.95,8.5,3.42,8/28/2012,9/3/2012,1
20120828,West,37.64,62.36,43.71,21.85,5.26,0.05,8/28/2012,9/3/2012,1
20120821,High Plains,4.31,95.69,87.49,76.96,51.72,16.2,8/21/2012,8/27/2012,1
20120821,Midwest,19.32,80.68,66.32,51.06,35.04,7.17,8/21/2012,8/27/2012,1
20120821,Northeast,54.75,45.25,12.06,1.94,0,0,8/21/2012,8/27/2012,1
20120821,South,21.86,78.14,66.8,45.62,27.98,11.71,8/21/2012,8/27/2012,1
20120821,Southeast,55.85,44.15,22.51,12.46,9.3,3.44,8/21/2012,8/27/2012,1
20120821,West,37.66,62.34,43.68,25.41,5.12,0,8/21/2012,8/27/2012,1
20120814,High Plains,4.48,95.52,86.05,76.97,49.64,15.52,8/14/2012,8/20/2012,1
20120814,Midwest,19.25,80.75,66.42,51.46,35.43,8.17,8/14/2012,8/20/2012,1
20120814,Northeast,44.4,55.6,13.65,2.02,0,0,8/14/2012,8/20/2012,1
20120814,South,21.47,78.53,69.54,49.01,28.32,11.16,8/14/2012,8/20/2012,1
20120814,Southeast,53.11,46.89,22.08,12.62,9.3,3.44,8/14/2012,8/20/2012,1
20120814,West,38.84,61.16,40.36,26.99,6.82,0,8/14/2012,8/20/2012,1
20120807,High Plains,2.36,97.64,87.16,77.2,49.3,7.92,8/7/2012,8/13/2012,1
20120807,Midwest,18.58,81.42,69.11,55.13,38.19,5.78,8/7/2012,8/13/2012,1
20120807,Northeast,40.78,59.22,13.65,2.02,0,0,8/7/2012,8/13/2012,1
20120807,South,21.49,78.51,67.55,46.51,27.76,8.05,8/7/2012,8/13/2012,1
20120807,Southeast,49.48,50.52,28.67,17.29,11.05,5.19,8/7/2012,8/13/2012,1
20120807,West,39.98,60.02,39.9,26.61,6.8,0,8/7/2012,8/13/2012,1
20120731,High Plains,2.36,97.64,87.16,77.25,48.26,4.01,7/31/2012,8/6/2012,1
20120731,Midwest,17.22,82.78,71.01,55.41,31.8,4.96,7/31/2012,8/6/2012,1
20120731,Northeast,39.84,60.16,13.65,2.02,0,0,7/31/2012,8/6/2012,1
20120731,South,20.27,79.73,66.43,43.65,24.13,5.72,7/31/2012,8/6/2012,1
20120731,Southeast,41.88,58.12,33.76,18.1,11.25,5.29,7/31/2012,8/6/2012,1
20120731,West,39.98,60.02,39.6,26.49,6.77,0,7/31/2012,8/6/2012,1
20120724,High Plains,2.32,97.68,86.74,76.98,44.51,2.51,7/24/2012,7/30/2012,1
20120724,Midwest,13.13,86.87,73.69,55.53,28.92,4.33,7/24/2012,7/30/2012,1
20120724,Northeast,36.65,63.35,16.18,1.56,0,0,7/24/2012,7/30/2012,1
20120724,South,19.82,80.18,67.24,42.54,20.72,4.3,7/24/2012,7/30/2012,1
20120724,Southeast,37.89,62.11,36.48,18.93,11.24,5.05,7/24/2012,7/30/2012,1
20120724,West,41.25,58.75,39.59,26.79,6.79,0,7/24/2012,7/30/2012,1
20120717,High Plains,3.52,96.48,85.88,68.44,28.07,1.35,7/17/2012,7/23/2012,1
20120717,Midwest,14.09,85.91,72.7,48.12,11.89,0.84,7/17/2012,7/23/2012,1
20120717,Northeast,34.04,65.96,15.06,0.33,0,0,7/17/2012,7/23/2012,1
