date,Average Temperature,departure Average Temperature,region,Precipitation,departure Precipitation,Maximum Temperature,departure Maximum Temperature,Minimum Temperature,departure Minimum Temperature
1993-04-01,59.2,-2.9,South Climate Region,3.55,0.34,71.4,-3.2,46.9,-2.7
1993-05-01,68.4,-1.8,South Climate Region,4.73,0.68,79.8,-2.3,57.0,-1.3
1993-06-01,77.3,-0.7,South Climate Region,4.45,0.92,87.8,-1.9,66.7,0.5
1993-07-01,82.3,0.9,South Climate Region,2.95,-0.22,93.2,-0.1,71.3,1.8
1993-08-01,81.7,1.0,South Climate Region,2.70,-0.22,93.6,0.8,69.8,1.3
1993-09-01,72.4,-1.8,South Climate Region,3.19,0.01,85.1,-1.3,59.7,-2.3
1993-10-01,61.5,-2.2,South Climate Region,3.11,0.41,74.0,-2.6,49.0,-1.8
1993-11-01,48.1,-3.6,South Climate Region,2.32,-0.15,60.4,-3.6,35.8,-3.6
1993-12-01,45.5,2.0,South Climate Region,2.15,-0.35,57.0,2.1,34.0,1.9
1994-01-01,41.4,-0.2,South Climate Region,2.51,0.29,52.6,-0.6,30.1,0.1
1994-02-01,44.7,-1.0,South Climate Region,2.15,-0.08,57.2,-0.6,32.2,-1.3
1994-03-01,55.2,2.1,South Climate Region,2.63,-0.06,68.3,2.7,42.0,1.4
1994-04-01,62.7,0.6,South Climate Region,3.32,0.11,75.9,1.3,49.4,-0.2
1994-05-01,69.3,-0.9,South Climate Region,4.10,0.05,80.5,-1.6,58.1,-0.2
1994-06-01,80.4,2.4,South Climate Region,2.91,-0.62,92.1,2.4,68.7,2.5
1994-07-01,80.5,-0.9,South Climate Region,4.06,0.89,92.2,-1.1,68.7,-0.8
1994-08-01,79.6,-1.1,South Climate Region,2.48,-0.44,91.6,-1.2,67.6,-0.9
1994-09-01,72.6,-1.6,South Climate Region,2.39,-0.79,85.2,-1.2,60.0,-2.0
1994-10-01,64.4,0.7,South Climate Region,4.54,1.84,75.6,-1.0,53.1,2.3
1994-11-01,54.9,3.2,South Climate Region,3.04,0.57,65.8,1.8,44.0,4.6
1994-12-01,47.0,3.5,South Climate Region,2.85,0.35,57.3,2.4,36.7,4.6
1995-01-01,43.8,2.2,South Climate Region,2.54,0.32,54.9,1.7,32.7,2.7
1995-02-01,48.9,3.2,South Climate Region,1.33,-0.90,61.8,4.0,36.1,2.6
1995-03-01,54.0,0.9,South Climate Region,3.41,0.72,65.0,-0.6,42.9,2.3
1995-04-01,60.9,-1.2,South Climate Region,4.00,0.79,73.7,-0.9,48.1,-1.5
1995-05-01,69.1,-1.1,South Climate Region,5.77,1.72,79.8,-2.3,58.4,0.1
1995-06-01,75.6,-2.4,South Climate Region,3.69,0.16,87.3,-2.4,63.9,-2.3
1995-07-01,81.5,0.1,South Climate Region,3.19,0.02,93.5,0.2,69.4,-0.1
1995-08-01,82.1,1.4,South Climate Region,2.87,-0.05,93.6,0.8,70.6,2.1
1995-09-01,73.0,-1.2,South Climate Region,3.28,0.10,84.7,-1.7,61.3,-0.7
1995-10-01,63.6,-0.1,South Climate Region,1.54,-1.16,78.1,1.5,49.2,-1.6
1995-11-01,51.8,0.1,South Climate Region,1.89,-0.58,65.4,1.4,38.3,-1.1
1995-12-01,44.3,0.8,South Climate Region,2.50,0.00,55.2,0.3,33.4,1.3
1996-01-01,41.2,-0.4,South Climate Region,1.50,-0.72,54.9,1.7,27.6,-2.4
1996-02-01,48.1,2.4,South Climate Region,0.69,-1.54,61.9,4.1,34.2,0.7
1996-03-01,49.1,-4.0,South Climate Region,1.87,-0.82,62.7,-2.9,35.6,-5.0
1996-04-01,61.2,-0.9,South Climate Region,2.50,-0.71,75.7,1.1,46.8,-2.8
1996-05-01,74.8,4.6,South Climate Region,2.40,-1.65,86.5,4.4,63.1,4.8
1996-06-01,78.8,0.8,South Climate Region,3.78,0.25,90.6,0.9,67.0,0.8
1996-07-01,81.5,0.1,South Climate Region,3.91,0.74,92.7,-0.6,70.2,0.7
1996-08-01,78.7,-2.0,South Climate Region,5.12,2.20,89.0,-3.8,68.4,-0.1
1996-09-01,71.7,-2.5,South Climate Region,4.71,1.53,82.7,-3.7,60.7,-1.3
1996-10-01,63.3,-0.4,South Climate Region,2.43,-0.27,75.7,-0.9,50.8,0.0
1996-11-01,51.3,-0.4,South Climate Region,3.85,1.38,62.2,-1.8,40.3,0.9
1996-12-01,46.0,2.5,South Climate Region,1.72,-0.78,58.5,3.6,33.5,1.4
1997-01-01,41.3,-0.3,South Climate Region,1.95,-0.27,52.2,-1.0,30.3,0.3
1997-02-01,46.4,0.7,South Climate Region,4.50,2.27,56.2,-1.6,36.6,3.1
1997-03-01,56.7,3.6,South Climate Region,2.76,0.07,69.7,4.1,43.6,3.0
1997-04-01,57.2,-4.9,South Climate Region,5.37,2.16,68.8,-5.8,45.6,-4.0
1997-05-01,68.0,-2.2,South Climate Region,4.08,0.03,80.0,-2.1,56.2,-2.1
1997-06-01,76.1,-1.9,South Climate Region,4.84,1.31,87.0,-2.7,65.1,-1.1
1997-07-01,81.7,0.3,South Climate Region,2.34,-0.83,93.3,0.0,70.0,0.5
1997-08-01,79.6,-1.1,South Climate Region,3.26,0.34,91.0,-1.8,68.2,-0.3
1997-09-01,75.7,1.5,South Climate Region,2.51,-0.67,88.0,1.6,63.4,1.4
1997-10-01,63.5,-0.2,South Climate Region,3.66,0.96,75.6,-1.0,51.4,0.6
1997-11-01,49.4,-2.3,South Climate Region,2.32,-0.15,60.3,-3.7,38.5,-0.9
1997-12-01,42.2,-1.3,South Climate Region,3.43,0.93,52.4,-2.5,32.0,-0.1
1998-01-01,46.2,4.6,South Climate Region,3.92,1.70,57.0,3.8,35.4,5.4
1998-02-01,48.3,2.6,South Climate Region,3.03,0.80,59.1,1.3,37.5,4.0
1998-03-01,51.2,-1.9,South Climate Region,3.69,1.00,62.4,-3.2,40.0,-0.6
1998-04-01,60.4,-1.7,South Climate Region,2.03,-1.18,73.6,-1.0,47.2,-2.4
1998-05-01,74.5,4.3,South Climate Region,1.49,-2.56,87.5,5.4,61.4,3.1
1998-06-01,81.3,3.3,South Climate Region,1.79,-1.74,93.8,4.1,68.8,2.6
1998-07-01,84.7,3.3,South Climate Region,2.96,-0.21,96.7,3.4,72.7,3.2
1998-08-01,81.6,0.9,South Climate Region,3.15,0.23,93.4,0.6,69.8,1.3
1998-09-01,78.7,4.5,South Climate Region,4.11,0.93,90.3,3.9,67.0,5.0
1998-10-01,66.0,2.3,South Climate Region,4.72,2.02,77.4,0.8,54.7,3.9
1998-11-01,55.8,4.1,South Climate Region,3.51,1.04,66.2,2.2,45.5,6.1
1998-12-01,45.5,2.0,South Climate Region,2.55,0.05,56.4,1.5,34.6,2.5
1999-01-01,45.8,4.2,South Climate Region,3.44,1.22,58.2,5.0,33.4,3.4
1999-02-01,52.8,7.1,South Climate Region,0.71,-1.52,66.2,8.4,39.5,6.0
1999-03-01,53.3,0.2,South Climate Region,3.60,0.91,64.8,-0.8,41.6,1.0
1999-04-01,64.2,2.1,South Climate Region,3.43,0.22,76.2,1.6,52.2,2.6
1999-05-01,70.2,0.0,South Climate Region,4.15,0.10,82.1,0.0,58.3,0.0
1999-06-01,77.2,-0.8,South Climate Region,4.87,1.34,87.5,-2.2,67.0,0.8
1999-07-01,81.7,0.3,South Climate Region,2.38,-0.79,92.7,-0.6,70.6,1.1
1999-08-01,82.8,2.1,South Climate Region,1.69,-1.23,95.9,3.1,69.7,1.2
1999-09-01,73.1,-1.1,South Climate Region,2.36,-0.82,86.0,-0.4,60.2,-1.8
1999-10-01,63.5,-0.2,South Climate Region,1.81,-0.89,78.1,1.5,48.9,-1.9
1999-11-01,57.2,5.5,South Climate Region,0.77,-1.70,72.0,8.0,42.5,3.1
1999-12-01,45.8,2.3,South Climate Region,2.28,-0.22,58.6,3.7,33.1,1.0
2000-01-01,45.9,4.3,South Climate Region,1.35,-0.87,58.2,5.0,33.6,3.6
2000-02-01,52.5,6.8,South Climate Region,1.39,-0.84,66.1,8.3,39.0,5.5
2000-03-01,57.5,4.4,South Climate Region,3.50,0.81,69.7,4.1,45.4,4.8
2000-04-01,62.2,0.1,South Climate Region,2.71,-0.50,75.3,0.7,49.1,-0.5
2000-05-01,73.8,3.6,South Climate Region,3.58,-0.47,85.6,3.5,61.9,3.6
2000-06-01,76.8,-1.2,South Climate Region,5.31,1.78,87.2,-2.5,66.4,0.2
2000-07-01,82.4,1.0,South Climate Region,1.71,-1.46,94.7,1.4,70.0,0.5
2000-08-01,84.0,3.3,South Climate Region,0.70,-2.22,97.6,4.8,70.4,1.9
2000-09-01,76.1,1.9,South Climate Region,1.64,-1.54,90.5,4.1,61.6,-0.4
2000-10-01,65.2,1.5,South Climate Region,3.62,0.92,76.5,-0.1,53.8,3.0
2000-11-01,48.1,-3.6,South Climate Region,5.67,3.20,58.3,-5.7,37.8,-1.6
2000-12-01,37.1,-6.4,South Climate Region,2.16,-0.34,47.4,-7.5,26.7,-5.4
2001-01-01,40.3,-1.3,South Climate Region,2.86,0.64,50.6,-2.6,30.0,0.0
2001-02-01,47.3,1.6,South Climate Region,3.36,1.13,58.2,0.4,36.3,2.8
2001-03-01,50.2,-2.9,South Climate Region,3.70,1.01,60.7,-4.9,39.7,-0.9
2001-04-01,65.7,3.6,South Climate Region,1.47,-1.74,77.8,3.2,53.7,4.1
2001-05-01,71.6,1.4,South Climate Region,4.07,0.02,83.7,1.6,59.5,1.2
2001-06-01,78.1,0.1,South Climate Region,3.92,0.39,89.9,0.2,66.4,0.2
2001-07-01,84.0,2.6,South Climate Region,2.09,-1.08,95.8,2.5,72.1,2.6
2001-08-01,81.7,1.0,South Climate Region,3.61,0.69,93.4,0.6,69.9,1.4
2001-09-01,72.9,-1.3,South Climate Region,3.80,0.62,84.6,-1.8,61.1,-0.9
2001-10-01,62.4,-1.3,South Climate Region,2.69,-0.01,76.1,-0.5,48.7,-2.1
2001-11-01,56.8,5.1,South Climate Region,3.45,0.98,68.5,4.5,45.0,5.6
2001-12-01,46.9,3.4,South Climate Region,3.11,0.61,58.7,3.8,35.0,2.9
2002-01-01,45.0,3.4,South Climate Region,2.09,-0.13,57.5,4.3,32.5,2.5
2002-02-01,44.4,-1.3,South Climate Region,1.47,-0.76,57.2,-0.6,31.6,-1.9
2002-03-01,51.4,-1.7,South Climate Region,3.31,0.62,64.7,-0.9,38.2,-2.4
2002-04-01,65.6,3.5,South Climate Region,2.55,-0.66,77.2,2.6,54.0,4.4
2002-05-01,70.4,0.2,South Climate Region,3.07,-0.98,82.5,0.4,58.3,0.0
2002-06-01,78.9,0.9,South Climate Region,2.89,-0.64,90.4,0.7,67.4,1.2
2002-07-01,81.0,-0.4,South Climate Region,4.19,1.02,91.7,-1.6,70.2,0.7
2002-08-01,81.3,0.6,South Climate Region,2.72,-0.20,92.8,0.0,69.8,1.3
2002-09-01,75.2,1.0,South Climate Region,3.52,0.34,87.2,0.8,63.3,1.3
2002-10-01,61.9,-1.8,South Climate Region,6.16,3.46,71.0,-5.6,52.8,2.0
2002-11-01,50.4,-1.3,South Climate Region,1.99,-0.48,62.2,-1.8,38.6,-0.8
2002-12-01,44.8,1.3,South Climate Region,3.87,1.37,55.9,1.0,33.6,1.5
2003-01-01,41.5,-0.1,South Climate Region,0.61,-1.61,53.5,0.3,29.5,-0.5
2003-02-01,43.9,-1.8,South Climate Region,3.42,1.19,54.4,-3.4,33.3,-0.2
2003-03-01,53.8,0.7,South Climate Region,1.86,-0.83,66.1,0.5,41.6,1.0
2003-04-01,63.7,1.6,South Climate Region,2.03,-1.18,76.9,2.3,50.5,0.9
2003-05-01,72.3,2.1,South Climate Region,3.00,-1.05,84.1,2.0,60.4,2.1
2003-06-01,76.1,-1.9,South Climate Region,5.27,1.74,87.1,-2.6,65.1,-1.1
2003-07-01,81.7,0.3,South Climate Region,2.67,-0.50,93.3,0.0,70.1,0.6
2003-08-01,82.1,1.4,South Climate Region,3.19,0.27,94.0,1.2,70.1,1.6
2003-09-01,71.8,-2.4,South Climate Region,3.65,0.47,83.1,-3.3,60.5,-1.5
2003-10-01,64.9,1.2,South Climate Region,2.29,-0.41,77.7,1.1,52.1,1.3
2003-11-01,54.8,3.1,South Climate Region,2.46,-0.01,66.0,2.0,43.6,4.2
2003-12-01,45.2,1.7,South Climate Region,1.50,-1.00,58.1,3.2,32.4,0.3
2004-01-01,44.0,2.4,South Climate Region,2.50,0.28,55.2,2.0,32.9,2.9
2004-02-01,43.4,-2.3,South Climate Region,3.47,1.24,54.2,-3.6,32.7,-0.8
2004-03-01,58.5,5.4,South Climate Region,2.95,0.26,69.8,4.2,47.1,6.5
2004-04-01,62.0,-0.1,South Climate Region,3.97,0.76,73.8,-0.8,50.3,0.7
2004-05-01,72.0,1.8,South Climate Region,3.59,-0.46,83.5,1.4,60.5,2.2
2004-06-01,76.8,-1.2,South Climate Region,7.03,3.50,87.3,-2.4,66.3,0.1
2004-07-01,79.3,-2.1,South Climate Region,3.70,0.53,90.0,-3.3,68.5,-1.0
2004-08-01,77.3,-3.4,South Climate Region,3.10,0.18,88.7,-4.1,66.0,-2.5
2004-09-01,74.3,0.1,South Climate Region,1.98,-1.20,86.6,0.2,62.1,0.1
2004-10-01,67.2,3.5,South Climate Region,4.62,1.92,77.8,1.2,56.6,5.8
2004-11-01,54.0,2.3,South Climate Region,6.31,3.84,63.3,-0.7,44.6,5.2
2004-12-01,44.6,1.1,South Climate Region,1.64,-0.86,57.0,2.1,32.0,-0.1
2005-01-01,46.0,4.4,South Climate Region,2.68,0.46,56.2,3.0,35.7,5.7
2005-02-01,49.1,3.4,South Climate Region,2.90,0.67,58.7,0.9,39.5,6.0
2005-03-01,53.4,0.3,South Climate Region,2.15,-0.54,65.7,0.1,41.0,0.4
2005-04-01,62.0,-0.1,South Climate Region,2.05,-1.16,75.1,0.5,48.9,-0.7
2005-05-01,69.6,-0.6,South Climate Region,2.86,-1.19,81.6,-0.5,57.5,-0.8
2005-06-01,78.8,0.8,South Climate Region,2.71,-0.82,90.7,1.0,66.8,0.6
2005-07-01,81.3,-0.1,South Climate Region,3.62,0.45,93.2,-0.1,69.5,0.0
2005-08-01,81.0,0.3,South Climate Region,4.22,1.30,92.5,-0.3,69.4,0.9
2005-09-01,78.0,3.8,South Climate Region,2.36,-0.82,90.9,4.5,65.2,3.2
2005-10-01,64.1,0.4,South Climate Region,1.68,-1.02,77.0,0.4,51.1,0.3
2005-11-01,55.7,4.0,South Climate Region,1.28,-1.19,69.7,5.7,41.7,2.3
2005-12-01,43.0,-0.5,South Climate Region,1.04,-1.46,55.9,1.0,30.0,-2.1
2006-01-01,50.0,8.4,South Climate Region,1.95,-0.27,64.2,11.0,35.9,5.9
2006-02-01,45.6,-0.1,South Climate Region,1.77,-0.46,58.8,1.0,32.4,-1.1
2006-03-01,56.9,3.8,South Climate Region,2.64,-0.05,69.1,3.5,44.7,4.1
2006-04-01,67.9,5.8,South Climate Region,2.55,-0.66,81.5,6.9,54.3,4.7
2006-05-01,72.6,2.4,South Climate Region,2.72,-1.33,85.4,3.3,59.9,1.6
2006-06-01,79.0,1.0,South Climate Region,2.28,-1.25,92.0,2.3,66.0,-0.2
2006-07-01,82.7,1.3,South Climate Region,2.65,-0.52,94.8,1.5,70.5,1.0
2006-08-01,82.7,2.0,South Climate Region,3.24,0.32,94.4,1.6,71.1,2.6
2006-09-01,71.7,-2.5,South Climate Region,3.10,-0.08,84.2,-2.2,59.2,-2.8
2006-10-01,63.5,-0.2,South Climate Region,4.41,1.71,76.1,-0.5,50.9,0.1
2006-11-01,54.1,2.4,South Climate Region,1.69,-0.78,67.4,3.4,40.9,1.5
2006-12-01,45.7,2.2,South Climate Region,3.73,1.23,57.1,2.2,34.2,2.1
2007-01-01,40.0,-1.6,South Climate Region,3.72,1.50,49.4,-3.8,30.6,0.6
2007-02-01,44.3,-1.4,South Climate Region,1.06,-1.17,56.2,-1.6,32.5,-1.0
2007-03-01,59.9,6.8,South Climate Region,3.48,0.79,72.0,6.4,47.8,7.2
2007-04-01,59.1,-3.0,South Climate Region,2.85,-0.36,71.0,-3.6,47.2,-2.4
2007-05-01,70.5,0.3,South Climate Region,5.27,1.22,81.0,-1.1,60.0,1.7
2007-06-01,76.9,-1.1,South Climate Region,5.53,2.00,87.5,-2.2,66.3,0.1
2007-07-01,78.8,-2.6,South Climate Region,5.45,2.28,88.8,-4.5,68.8,-0.7
2007-08-01,82.4,1.7,South Climate Region,2.65,-0.27,93.7,0.9,71.2,2.7
2007-09-01,75.6,1.4,South Climate Region,3.11,-0.07,86.8,0.4,64.4,2.4
2007-10-01,66.1,2.4,South Climate Region,2.52,-0.18,79.4,2.8,52.8,2.0
2007-11-01,54.3,2.6,South Climate Region,1.36,-1.11,67.1,3.1,41.4,2.0
2007-12-01,45.2,1.7,South Climate Region,2.48,-0.02,57.0,2.1,33.3,1.2
2008-01-01,42.1,0.5,South Climate Region,1.48,-0.74,54.1,0.9,30.0,0.0
2008-02-01,47.7,2.0,South Climate Region,2.37,0.14,61.1,3.3,34.2,0.7
2008-03-01,54.6,1.5,South Climate Region,3.40,0.71,68.1,2.5,41.1,0.5
2008-04-01,61.5,-0.6,South Climate Region,3.36,0.15,74.8,0.2,48.2,-1.4
2008-05-01,71.0,0.8,South Climate Region,3.84,-0.21,83.4,1.3,58.7,0.4
2008-06-01,80.1,2.1,South Climate Region,3.19,-0.34,92.0,2.3,68.1,1.9
2008-07-01,81.2,-0.2,South Climate Region,2.59,-0.58,93.0,-0.3,69.4,-0.1
2008-08-01,79.3,-1.4,South Climate Region,5.27,2.35,89.8,-3.0,68.7,0.2
2008-09-01,71.9,-2.3,South Climate Region,4.33,1.15,83.1,-3.3,60.7,-1.3
2008-10-01,62.6,-1.1,South Climate Region,2.76,0.06,75.8,-0.8,49.3,-1.5
2008-11-01,53.0,1.3,South Climate Region,1.54,-0.93,66.3,2.3,39.8,0.4
2008-12-01,44.0,0.5,South Climate Region,2.00,-0.50,56.8,1.9,31.3,-0.8
2009-01-01,43.3,1.7,South Climate Region,1.05,-1.17,56.9,3.7,29.6,-0.4
2009-02-01,51.0,5.3,South Climate Region,1.22,-1.01,65.1,7.3,36.9,3.4
2009-03-01,55.7,2.6,South Climate Region,3.41,0.72,68.2,2.6,43.1,2.5
2009-04-01,61.6,-0.5,South Climate Region,3.96,0.75,74.6,0.0,48.6,-1.0
2009-05-01,70.4,0.2,South Climate Region,4.26,0.21,81.6,-0.5,59.2,0.9
2009-06-01,79.9,1.9,South Climate Region,2.37,-1.16,91.9,2.2,67.9,1.7
2009-07-01,81.3,-0.1,South Climate Region,4.37,1.20,93.1,-0.2,69.5,0.0
2009-08-01,80.3,-0.4,South Climate Region,2.73,-0.19,92.1,-0.7,68.4,-0.1
2009-09-01,72.5,-1.7,South Climate Region,5.02,1.84,82.8,-3.6,62.1,0.1
2009-10-01,60.2,-3.5,South Climate Region,7.26,4.56,70.7,-5.9,49.6,-1.2
2009-11-01,55.0,3.3,South Climate Region,1.31,-1.16,67.6,3.6,42.3,2.9
2009-12-01,39.7,-3.8,South Climate Region,3.63,1.13,49.9,-5.0,29.5,-2.6
2010-01-01,39.8,-1.8,South Climate Region,2.51,0.29,50.7,-2.5,28.8,-1.2
2010-02-01,40.0,-5.7,South Climate Region,2.70,0.47,49.4,-8.4,30.6,-2.9
2010-03-01,52.0,-1.1,South Climate Region,2.24,-0.45,64.4,-1.2,39.5,-1.1
2010-04-01,63.6,1.5,South Climate Region,2.60,-0.61,76.1,1.5,51.1,1.5
2010-05-01,71.5,1.3,South Climate Region,3.60,-0.45,83.3,1.2,59.7,1.4
2010-06-01,81.6,3.6,South Climate Region,3.36,-0.17,92.8,3.1,70.4,4.2
2010-07-01,81.5,0.1,South Climate Region,4.84,1.67,91.4,-1.9,71.6,2.1
2010-08-01,83.6,2.9,South Climate Region,2.32,-0.60,95.9,3.1,71.3,2.8
2010-09-01,76.2,2.0,South Climate Region,3.48,0.30,88.3,1.9,64.0,2.0
2010-10-01,64.9,1.2,South Climate Region,1.04,-1.66,80.0,3.4,49.8,-1.0
2010-11-01,53.6,1.9,South Climate Region,2.26,-0.21,67.0,3.0,40.3,0.9
2010-12-01,43.9,0.4,South Climate Region,0.93,-1.57,56.4,1.5,31.4,-0.7
2011-01-01,40.4,-1.2,South Climate Region,1.75,-0.47,52.6,-0.6,28.1,-1.9
2011-02-01,44.8,-0.9,South Climate Region,1.45,-0.78,57.9,0.1,31.7,-1.8
2011-03-01,56.9,3.8,South Climate Region,1.54,-1.15,69.9,4.3,43.9,3.3
2011-04-01,66.2,4.1,South Climate Region,2.77,-0.44,80.4,5.8,51.9,2.3
2011-05-01,70.6,0.4,South Climate Region,2.86,-1.19,83.5,1.4,57.8,-0.5
2011-06-01,83.0,5.0,South Climate Region,1.69,-1.84,96.2,6.5,69.9,3.7
2011-07-01,86.1,4.7,South Climate Region,2.00,-1.17,98.6,5.3,73.7,4.2
2011-08-01,86.0,5.3,South Climate Region,1.86,-1.06,99.0,6.2,73.0,4.5
2011-09-01,74.0,-0.2,South Climate Region,2.42,-0.76,88.0,1.6,60.0,-2.0
2011-10-01,63.7,0.0,South Climate Region,2.04,-0.66,77.9,1.3,49.5,-1.3
2011-11-01,53.9,2.2,South Climate Region,2.95,0.48,66.4,2.4,41.5,2.1
2011-12-01,43.8,0.3,South Climate Region,3.60,1.10,53.5,-1.4,34.0,1.9
2012-01-01,47.3,5.7,South Climate Region,2.32,0.10,60.5,7.3,34.0,4.0
2012-02-01,48.6,2.9,South Climate Region,2.95,0.72,59.3,1.5,37.9,4.4
2012-03-01,62.1,9.0,South Climate Region,4.22,1.53,74.3,8.7,49.9,9.3
2012-04-01,66.9,4.8,South Climate Region,2.39,-0.82,79.6,5.0,54.2,4.6
2012-05-01,74.0,3.8,South Climate Region,2.41,-1.64,86.3,4.2,61.6,3.3
2012-06-01,80.3,2.3,South Climate Region,2.32,-1.21,93.1,3.4,67.6,1.4
2012-07-01,83.7,2.3,South Climate Region,3.09,-0.08,95.7,2.4,71.6,2.1
2012-08-01,81.6,0.9,South Climate Region,3.42,0.50,94.2,1.4,68.9,0.4
2012-09-01,74.7,0.5,South Climate Region,3.81,0.63,87.2,0.8,62.2,0.2
2012-10-01,62.4,-1.3,South Climate Region,1.35,-1.35,75.0,-1.6,49.8,-1.0
2012-11-01,54.7,3.0,South Climate Region,0.79,-1.68,69.2,5.2,40.3,0.9
2012-12-01,47.5,4.0,South Climate Region,2.13,-0.37,59.9,5.0,35.0,2.9
2013-01-01,44.6,3.0,South Climate Region,3.73,1.51,55.6,2.4,33.5,3.5
2013-02-01,46.9,1.2,South Climate Region,2.71,0.48,59.0,1.2,34.8,1.3
2013-03-01,51.8,-1.3,South Climate Region,1.48,-1.21,65.1,-0.5,38.5,-2.1
2013-04-01,59.5,-2.6,South Climate Region,3.26,0.05,72.5,-2.1,46.5,-3.1
2013-05-01,69.6,-0.6,South Climate Region,3.86,-0.19,81.7,-0.4,57.5,-0.8
2013-06-01,79.6,1.6,South Climate Region,3.01,-0.52,91.4,1.7,67.9,1.7
2013-07-01,79.9,-1.5,South Climate Region,3.87,0.70,91.2,-2.1,68.7,-0.8
2013-08-01,81.0,0.3,South Climate Region,2.67,-0.25,92.6,-0.2,69.5,1.0
2013-09-01,76.8,2.6,South Climate Region,3.86,0.68,89.1,2.7,64.5,2.5
2013-10-01,63.8,0.1,South Climate Region,3.32,0.62,75.8,-0.8,51.8,1.0
2013-11-01,49.9,-1.8,South Climate Region,2.49,0.02,61.2,-2.8,38.6,-0.8
2013-12-01,41.5,-2.0,South Climate Region,2.21,-0.29,52.8,-2.1,30.1,-2.0
2014-01-01,39.8,-1.8,South Climate Region,0.78,-1.44,53.6,0.4,26.0,-4.0
2014-02-01,42.9,-2.8,South Climate Region,1.73,-0.50,54.6,-3.2,31.3,-2.2
2014-03-01,50.6,-2.5,South Climate Region,2.09,-0.60,64.3,-1.3,37.0,-3.6
2014-04-01,62.2,0.1,South Climate Region,2.54,-0.67,75.5,0.9,49.0,-0.6
2014-05-01,70.1,-0.1,South Climate Region,4.22,0.17,82.7,0.6,57.5,-0.8
2014-06-01,78.6,0.6,South Climate Region,4.91,1.38,88.9,-0.8,68.2,2.0
2014-07-01,79.2,-2.2,South Climate Region,3.37,0.20,90.3,-3.0,68.1,-1.4
2014-08-01,81.0,0.3,South Climate Region,2.51,-0.41,92.8,0.0,69.3,0.8
2014-09-01,74.6,0.4,South Climate Region,3.13,-0.05,85.4,-1.0,63.9,1.9
2014-10-01,66.6,2.9,South Climate Region,2.80,0.10,79.6,3.0,53.5,2.7
2014-11-01,48.0,-3.7,South Climate Region,2.45,-0.02,60.1,-3.9,35.9,-3.5
2014-12-01,46.8,3.3,South Climate Region,2.05,-0.45,55.9,1.0,37.7,5.6
2015-01-01,41.2,-0.4,South Climate Region,2.67,0.45,52.3,-0.9,30.1,0.1
2015-02-01,42.7,-3.0,South Climate Region,1.68,-0.55,54.6,-3.2,30.8,-2.7
2015-03-01,54.0,0.9,South Climate Region,3.78,1.09,65.6,0.0,42.6,2.0
2015-04-01,64.4,2.3,South Climate Region,4.59,1.38,75.7,1.1,53.0,3.4
2015-05-01,69.6,-0.6,South Climate Region,9.44,5.39,79.8,-2.3,59.4,1.1
2015-06-01,78.7,0.7,South Climate Region,3.99,0.46,89.2,-0.5,68.0,1.8
2015-07-01,82.4,1.0,South Climate Region,3.34,0.17,93.3,0.0,71.5,2.0
2015-08-01,80.8,0.1,South Climate Region,2.17,-0.75,93.0,0.2,68.5,0.0
2015-09-01,77.4,3.2,South Climate Region,1.66,-1.52,89.7,3.3,65.2,3.2
2015-10-01,66.3,2.6,South Climate Region,4.98,2.28,78.7,2.1,53.8,3.0
2015-11-01,55.3,3.6,South Climate Region,5.41,2.94,66.1,2.1,44.5,5.1
2015-12-01,49.5,6.0,South Climate Region,4.09,1.59,61.1,6.2,37.9,5.8
2016-01-01,42.6,1.0,South Climate Region,1.42,-0.80,54.1,0.9,31.2,1.2
2016-02-01,50.6,4.9,South Climate Region,1.66,-0.57,64.2,6.4,37.0,3.5
2016-03-01,58.3,5.2,South Climate Region,4.48,1.79,71.2,5.6,45.5,4.9
2016-04-01,63.8,1.7,South Climate Region,5.11,1.90,76.0,1.4,51.7,2.1
2016-05-01,69.1,-1.1,South Climate Region,4.54,0.49,80.2,-1.9,58.0,-0.3
2016-06-01,79.6,1.6,South Climate Region,3.42,-0.11,90.7,1.0,68.4,2.2
2016-07-01,83.6,2.2,South Climate Region,3.08,-0.09,95.0,1.7,72.2,2.7
2016-08-01,80.7,0.0,South Climate Region,5.83,2.91,91.0,-1.8,70.3,1.8
2016-09-01,76.5,2.3,South Climate Region,3.01,-0.17,87.8,1.4,65.1,3.1
2016-10-01,68.6,4.9,South Climate Region,0.99,-1.71,82.0,5.4,55.2,4.4
2016-11-01,58.1,6.4,South Climate Region,2.15,-0.32,70.4,6.4,45.8,6.4
2016-12-01,45.1,1.6,South Climate Region,2.48,-0.02,55.9,1.0,34.3,2.2
2017-01-01,47.1,5.5,South Climate Region,3.02,0.80,58.3,5.1,35.9,5.9
2017-02-01,54.8,9.1,South Climate Region,1.78,-0.45,68.0,10.2,41.6,8.1
2017-03-01,59.6,6.5,South Climate Region,2.68,-0.01,72.1,6.5,47.0,6.4
2017-04-01,64.7,2.6,South Climate Region,4.60,1.39,76.9,2.3,52.4,2.8
2017-05-01,69.4,-0.8,South Climate Region,4.39,0.34,81.8,-0.3,56.9,-1.4
2017-06-01,78.4,0.4,South Climate Region,4.18,0.65,89.6,-0.1,67.2,1.0
2017-07-01,82.4,1.0,South Climate Region,3.22,0.05,93.7,0.4,71.0,1.5
